Target Low,Target High,Target Mean,Target Median,Avg Rating,Rec,Analysts
240.0,300.0,280.5,286.0,1.91304,buy,20.0
175.0,237.0,215.42105,220.0,,none,19.0
,,,,,none,
125.0,215.0,166.46667,160.0,1.6,buy,15.0
54.0,70.0,58.3,57.0,2.90909,hold,10.0
125.0,158.0,144.92308,147.0,2.11765,buy,13.0
170.0,247.0,204.78261,205.0,1.84,buy,23.0
60.0,93.0,76.32143,78.0,1.9375,buy,28.0
5.994484,7.193715,6.5932646,6.4940944,1.0,strong_buy,7.0
358.0,490.0,441.5,451.0,2.0,buy,12.0
16.5,29.0,23.21429,23.0,1.66667,buy,14.0
11.8,11.8,11.8,11.8,,none,1.0
10.0,24.0,14.68571,14.0,2.04167,buy,21.0
10.203205,12.153972,11.103889,10.954482,,none,3.0
103.39324,103.39324,103.39324,103.39324,,none,1.0
16.0,30.0,23.59588,24.0,2.1,buy,17.0
2.7,4.1,3.24,3.1,,none,5.0
26.11919,26.11919,26.11919,26.11919,3.0,hold,1.0
8.5,15.0,10.94406,10.35,2.5,buy,8.0
116.0,159.0,141.5,146.0,2.84615,hold,10.0
,,,,,none,
43.0,54.0,47.95455,47.5,1.91667,buy,22.0
107.0,210.0,152.73334,155.0,2.0625,buy,15.0
92.0,203.0,173.05556,185.0,2.1,buy,9.0
,,,,,none,
,,,,,none,
,,,,,none,
44.0,72.0,58.72727,61.0,2.15385,buy,11.0
110.0,240.0,148.4375,142.0,1.22222,strong_buy,16.0
55.0,77.0,66.3315,66.265,2.125,buy,20.0
,,,,,none,
6.0,30.0,20.77778,21.0,2.81818,hold,18.0
,,,,,none,
83.0,83.5,83.39286,83.5,3.0,hold,14.0
38.0,70.0,54.16667,54.0,2.42857,buy,6.0
,,,,,none,
157.0,200.0,188.72726,190.0,1.63636,buy,11.0
,,,,,none,
56.0,86.0,72.73333,72.0,2.5,buy,15.0
90.0,121.0,106.76923,107.0,1.92857,buy,13.0
13.71,17.0,15.355,15.355,1.61111,buy,2.0
49.0,65.0,57.33846,58.0,1.84615,buy,13.0
495.0,750.0,681.6667,714.0,2.0,buy,6.0
,,,,,none,
34.0,42.0,38.30769,39.0,1.92857,buy,13.0
199.0,249.0,220.0,220.0,2.5,buy,19.0
24.0,33.3,28.63333,29.0,2.16667,buy,6.0
97.0,130.0,115.9375,119.5,1.88235,buy,16.0
,,,,,none,
141.0,182.0,163.1,163.0,2.5,buy,10.0
44.0,140.0,114.5,122.0,1.8,buy,10.0
,,,,,none,
,,,,,none,
45.0,63.0,54.8,54.0,2.90476,hold,20.0
111.42824,171.65584,136.72644,136.09906,1.66667,buy,20.0
,,,,,none,
60.0,100.0,79.68182,80.0,1.90909,buy,22.0
45.0,71.0,56.42857,55.0,3.8,underperform,14.0
1150.0,1600.0,1294.5454,1260.0,,none,11.0
56.0,65.5,60.75,60.75,3.0,hold,2.0
,,,,,none,
,,,,,none,
27.0,41.0,32.76667,30.3,2.0,buy,3.0
217.0,265.0,247.4,254.0,3.0,hold,15.0
30.0,36.0,33.64,34.5,,none,5.0
,,,,,none,
,,,,,none,
10.0,60.0,48.71429,53.0,2.38889,buy,14.0
62.0,100.0,87.7619,90.0,1.64,buy,21.0
53.0,82.0,64.88235,66.0,1.76471,buy,17.0
,,,,,none,
,,,,,none,
,,,,,none,
5.8,9.75,7.802,7.5,,none,5.0
14.482119,14.482119,14.482119,14.482119,,none,1.0
,,,,,none,
47.0,47.0,47.0,47.0,2.9375,hold,1.0
47.0,135.0,75.78788,75.0,2.15385,buy,33.0
580.0,640.0,612.9,611.5,,none,10.0
250.0,340.0,309.0,337.0,2.0,buy,3.0
,,,,,none,
168.0,290.0,222.45454,218.0,2.25,buy,33.0
190.0,250.0,224.6842,230.0,1.73684,buy,19.0
42.1,63.0,54.08182,55.0,2.23077,buy,11.0
66.0,81.0,75.075,75.5,2.25,buy,20.0
15.0,93.0,50.0625,50.0,2.78947,hold,16.0
14.79,22.0,16.9475,15.5,2.41176,buy,4.0
112.0,145.0,127.35,130.0,2.25,buy,20.0
48.0,72.0,60.47222,62.0,2.33333,buy,18.0
,,,,,none,
133.56711,231.96234,179.73152,185.96971,1.5,strong_buy,17.0
43.0,48.0,45.66667,45.5,2.33333,buy,12.0
,,,,,none,
99.0,110.0,105.66667,107.5,1.0,strong_buy,6.0
86.0,140.0,115.86667,116.0,1.8,buy,15.0
25.0,30.0,27.00133,27.0,2.75,hold,15.0
1740.0,2080.0,1931.2,2000.0,2.85714,hold,5.0
36.0,60.0,50.54167,51.0,2.11111,buy,24.0
34.0,44.0,40.28571,40.5,2.375,buy,14.0
,,,,,none,
80.0,135.0,116.55556,118.0,2.43333,buy,27.0
2050.0,2600.0,2303.5715,2312.5,2.07143,buy,14.0
,,,,,none,
98.0,163.0,135.84615,140.0,2.0,buy,13.0
,,,,,none,
585.0,800.0,678.7778,680.0,1.84211,buy,18.0
710.0,810.0,767.2,775.0,,none,5.0
,,,,,none,
231.0,295.0,272.375,280.0,2.125,buy,8.0
168.0,235.0,212.26105,217.0,,none,19.0
15.4,21.0,19.17,19.0,,none,20.0
55.0,87.0,71.46154,72.0,2.35294,buy,13.0
110.0,136.0,122.16667,121.5,3.14286,hold,12.0
130.0,215.0,185.57895,182.0,2.43478,buy,19.0
,,,,,none,
157.0,255.0,232.77779,235.0,2.0,buy,27.0
56.0,91.0,74.44,75.0,1.83333,buy,20.0
593.0,910.0,695.7964,678.0,1.41667,strong_buy,33.0
21.814457,32.75009,25.45667,23.63107,2.94444,hold,4.0
145.0,175.0,162.0,166.5,,none,6.0
,,,,,none,
18.00351,40.08134,32.98063,33.346497,1.85185,buy,26.0
5.94828,5.94828,5.94828,5.94828,,none,1.0
,,,,,none,
7.5,22.0,18.6,20.0,1.82353,buy,10.0
155.0,500.0,280.683,274.0,2.32353,buy,30.0
,,,,,none,
235.0,285.0,258.0588,257.0,2.11111,buy,17.0
26.0,50.0,43.00811,44.0,1.5122,buy,37.0
247.0,440.0,343.5,343.5,,none,2.0
70.0,138.0,109.13043,109.0,2.2963,buy,23.0
385.0,640.0,526.2273,527.5,2.25926,buy,22.0
65.69343,65.69343,65.69343,65.69343,,none,1.0
,,,,,,
,,,,,none,
,,,,,none,
26.0,50.0,32.00769,29.0,,none,13.0
164.0,205.0,186.6923,185.0,2.06667,buy,13.0
73.0,120.0,100.05263,103.0,2.56522,hold,19.0
,,,,,none,
300.0,400.0,353.3913,353.0,1.45833,strong_buy,23.0
,,,,,none,
260.0,325.0,293.2353,300.0,1.63158,buy,17.0
35.0,35.0,35.0,35.0,,none,1.0
26.0,33.0,28.42045,28.0,,none,22.0
91.0,116.0,104.25,104.5,3.38462,hold,12.0
39.5,78.0,54.86364,54.0,1.47059,strong_buy,33.0
,,,,,none,
46.0,63.0,56.02857,55.4,1.6875,buy,14.0
3.5,7.0,5.455,5.5,,none,8.0
98.0,170.0,132.88889,135.0,1.40741,strong_buy,27.0
383.0,511.0,452.63635,445.0,2.35714,buy,11.0
58.0,70.0,65.16667,65.0,2.15385,buy,12.0
,,,,,none,
50.0,80.0,67.61667,70.0,2.25,buy,15.0
320.0,445.0,383.45456,385.0,1.84615,buy,11.0
,,,,,none,
12.0,12.0,12.0,12.0,,none,1.0
37.0,255.0,197.8,200.0,1.45,strong_buy,20.0
,,,,,none,
65.0,115.0,91.07407,92.0,2.28125,buy,27.0
176.0,256.0,227.5,233.5,,none,8.0
38.08305,38.08305,38.08305,38.08305,1.94444,buy,1.0
7600.0,8800.0,8183.3335,8150.0,,none,3.0
415.0,585.0,466.75656,450.0,2.11111,buy,29.0
18.1765,35.648643,25.976665,26.210234,1.75,buy,27.0
59.0,81.0,76.38462,78.0,2.25,buy,13.0
18.493368,26.27723,23.51131,23.940401,1.34783,strong_buy,20.0
,,,,,none,
88.0,108.0,97.66667,97.0,1.7,buy,9.0
,,,,,none,
18.0,29.0,23.55556,23.0,1.45455,strong_buy,9.0
100.0,130.0,116.78571,116.0,2.52632,hold,14.0
,,,,,none,
176.0,235.0,206.8,203.5,1.90909,buy,10.0
33.0,66.0,45.03571,43.5,1.82759,buy,28.0
95.0,135.0,122.7,123.5,2.0,buy,10.0
252.0,510.0,430.5,480.0,2.5,buy,4.0
,,,,,none,
32.19,55.0,43.27375,42.5,1.875,buy,8.0
7.08096,7.08096,7.08096,7.08096,,none,1.0
104.38415,120.11906,112.86486,114.09139,,none,3.0
,,,,,none,
120.0,144.0,132.0,131.5,1.5,strong_buy,8.0
12.27586,14.3,13.19195,13.0,1.0,strong_buy,3.0
51.0,65.0,55.47368,55.0,1.7,buy,19.0
208.0,245.0,225.92308,225.0,1.6,buy,13.0
,,,,,none,
64.0,194.0,103.13636,95.0,2.41379,buy,22.0
,,,,,none,
,,,,,none,
50.5,86.0,66.08643,66.5,1.8125,buy,14.0
96.0,138.0,110.91667,110.0,2.5,buy,24.0
34.0,52.0,43.53333,44.0,1.52174,buy,21.0
100.0,283.0,215.55933,215.5,1.58824,buy,30.0
166.0,200.0,188.1875,190.0,2.05556,buy,16.0
,,,,,none,
66.0,139.0,114.55556,118.0,1.75,buy,18.0
5.1,8.0,6.09962,6.025,1.46154,strong_buy,26.0
118.0,260.0,169.44144,157.5,2.26471,buy,28.0
,,,,,none,
,,,,,none,
,,,,,none,
55.0,80.0,63.25,60.0,2.46154,buy,12.0
,,,,,none,
,,,,,none,
173.0,285.0,225.25874,220.0,2.26316,buy,32.0
,,,,,none,
150.0,250.0,192.5294,197.0,2.05263,buy,17.0
11.423875,13.3633995,12.78717,12.962968,2.0,buy,9.0
,,,,,none,
,,,,,none,
,,,,,none,
480.0,754.0,661.35297,675.0,2.95,hold,17.0
20.0,55.0,45.4,49.0,1.84615,buy,10.0
,,,,,none,
,,,,,none,
40.0,70.0,57.66667,58.0,2.23529,buy,30.0
10.0,12.4,11.04,11.0,1.81818,buy,10.0
219.0,279.0,250.68417,244.0,1.75,buy,12.0
36.0,48.15,44.5125,44.5,1.5,strong_buy,12.0
18.0,43.0,21.12273,20.0,,none,22.0
,,,,,none,
,,,,,none,
18.88978,18.88978,18.88978,18.88978,,none,1.0
66.0,100.0,86.95652,88.0,2.26923,buy,23.0
82.0,94.0,87.66667,87.5,2.57143,hold,6.0
32.71074,47.47187,38.158092,34.29167,1.88235,buy,3.0
,,,,,none,
12.004346,43.58668,33.39043,34.73869,1.58333,buy,10.0
,,,,,none,
,,,,,none,
25.0,46.0,33.719,33.0,2.0,buy,10.0
,,,,,none,
84.0,100.0,94.75,95.5,1.5,strong_buy,8.0
,,,,,none,
67.0,102.0,84.14286,83.0,2.33333,buy,14.0
34.0,49.0,42.54167,42.5,2.08333,buy,12.0
,,,,,none,
72.0,140.0,106.33333,112.0,1.25,strong_buy,12.0
450.0,584.0,545.1539,550.0,1.53333,buy,13.0
119.0,160.0,138.22221,135.0,2.41667,buy,9.0
,,,,,none,
152.0,244.0,211.44444,214.0,2.4,buy,9.0
,,,,,none,
,,,,1.0,strong_buy,
32.0,41.0,37.02273,37.0,2.20833,buy,22.0
,,,,,none,
,,,,,none,
38.0,60.0,47.45,46.5,1.95,buy,18.0
,,,,,none,
,,,,,none,
29.0,38.0,33.08333,32.0,1.61538,buy,12.0
,,,,,none,
225.0,457.0,304.77777,301.0,,none,9.0
143.0,155.0,149.50923,150.0,1.46154,strong_buy,13.0
39.5,59.118,49.309,49.309,2.5,buy,2.0
,,,,,none,
50.0,65.0,57.85714,60.0,1.66667,buy,7.0
51.14204,63.678974,57.823326,57.90945,1.66667,buy,10.0
105.0,139.0,121.33333,120.0,2.75,hold,3.0
12.35,12.35,12.35,12.35,,none,1.0
,,,,,none,
37.0,47.0,41.15385,40.0,1.71429,buy,13.0
7.0,14.0,9.29091,8.5,3.09091,hold,11.0
,,,,,none,
457.0,572.0,520.3333,532.5,1.71429,buy,6.0
50.0,93.0,71.10526,70.0,1.85714,buy,19.0
85.0,100.0,92.66643,94.5,1.58824,buy,14.0
275.0,325.0,297.77084,296.5,2.65385,hold,24.0
,,,,,none,
20.0,35.0,26.54167,26.0,1.88462,buy,24.0
35.0,50.0,39.90579,40.0,2.05,buy,19.0
86.52095,130.6969,112.262665,112.7508,1.625,buy,8.0
,,,,,none,
260.0,390.0,327.18182,321.0,2.84615,hold,11.0
93.0,200.0,117.69793,108.0,1.5,strong_buy,15.0
,,,,,none,
,,,,,none,
155.0,290.0,249.7857,267.5,2.2,buy,14.0
165.0,270.0,222.52632,225.0,2.24,buy,19.0
27.0,40.0,33.56,33.0,1.68,buy,25.0
44.0,90.0,61.83333,59.5,2.85,hold,18.0
,,,,,none,
26.5,26.5,26.5,26.5,1.66667,buy,1.0
,,,,,none,
28.0,45.0,37.3,38.0,1.66667,buy,9.0
132.63493,175.0,155.74115,157.0,1.9375,buy,13.0
10.0,20.0,12.71429,12.0,3.25,hold,7.0
10.5,10.5,10.5,10.5,,none,1.0
8.8,9.0,8.93333,9.0,1.0,strong_buy,3.0
,,,,,none,
72.0,101.0,86.0,87.5,3.08333,hold,12.0
260.0,350.0,316.36365,320.0,,none,11.0
77.0,103.0,90.85714,90.0,1.4375,strong_buy,14.0
85.0,133.0,116.0625,118.5,1.94118,buy,16.0
299.0,390.0,326.4375,320.5,1.27778,strong_buy,16.0
170.0,405.0,272.21082,275.0,1.675,buy,36.0
185.0,423.0,339.24374,342.5,1.66667,buy,16.0
300.0,460.0,350.242,340.0,2.41176,buy,15.0
4.8,8.0,7.04733,7.57,3.2,hold,5.0
95.0,130.0,115.36842,120.0,1.9,buy,19.0
,,,,,none,
,,,,,none,
,,,,,,
,,,,,none,
60.0,74.5,68.95,70.0,2.18182,buy,10.0
30.0,46.0,35.82353,36.0,1.88889,buy,17.0
68.0,105.0,84.25263,85.0,1.95238,buy,19.0
142.0,176.0,159.83333,159.0,2.36,buy,24.0
60.0,110.0,80.78261,79.0,2.34615,buy,23.0
73.0,91.0,82.66667,85.0,1.5,strong_buy,9.0
84.0,135.0,113.36842,116.0,1.7619,buy,19.0
20.0,45.0,28.94118,28.0,2.7,hold,17.0
236.0,400.0,337.875,348.5,,none,8.0
,,,,,none,
70.0,81.0,75.6,77.0,1.75,buy,10.0
80.0,100.0,89.77778,90.0,1.77778,buy,9.0
53.1,76.0,58.73409,57.0,1.33333,strong_buy,22.0
33.0,52.0,46.09524,48.0,2.03448,buy,21.0
126.0,155.0,139.58894,140.0,2.23529,buy,17.0
368.0,550.0,470.72726,470.0,2.8125,hold,11.0
97.0,125.0,112.45,111.5,1.40909,strong_buy,20.0
58.4325,58.4325,58.4325,58.4325,,none,1.0
307.0,436.0,398.65845,410.0,1.38462,strong_buy,13.0
117.0,175.0,137.46889,136.0,1.3,strong_buy,9.0
,,,,,none,
19.0,46.0,31.86,31.5,2.95455,hold,20.0
380.0,480.0,425.57144,440.0,,none,7.0
20.0,35.0,29.554,30.0,2.05556,buy,15.0
,,,,,none,
45.0,65.0,59.07692,61.0,2.26667,buy,13.0
60.0,95.0,83.25,84.5,2.04762,buy,16.0
,,,,,none,
50.0,116.0,63.0,57.0,2.38889,buy,16.0
,,,,,none,
65.0,77.0,70.25,69.5,1.75,buy,4.0
30.0,62.0,50.2375,55.5,1.77778,buy,8.0
34.65,41.0,37.43,37.5,2.2,buy,5.0
,,,,,none,
109.0,145.0,132.45454,131.0,1.53846,buy,11.0
90.0,128.0,113.0,115.0,3.64706,underperform,15.0
,,,,,none,
33.5,68.0,57.925,60.0,1.85714,buy,20.0
117.0,152.0,134.42857,137.5,1.93333,buy,14.0
66.0,66.0,66.0,66.0,1.0,strong_buy,1.0
,,,,,none,
30.0,36.0,33.0,33.0,2.63636,hold,9.0
,,,,,none,
390.0,600.0,489.765,500.0,1.91304,buy,18.0
,,,,,none,
75.0,128.0,89.4,77.0,1.2,strong_buy,5.0
60.0,90.0,73.41667,73.0,1.93333,buy,12.0
75.0,148.0,120.26098,120.0,2.11111,buy,41.0
75.0,185.0,112.04762,110.0,2.45455,buy,21.0
22.0,26.0,23.26923,23.0,,none,13.0
300.0,421.0,364.66666,370.0,1.94118,buy,15.0
,,,,,none,
160.0,238.0,197.5238,200.0,1.59091,buy,21.0
102.0,127.0,117.36364,118.0,1.64286,buy,11.0
,,,,,none,
58.0,77.0,65.7,63.5,1.54545,buy,10.0
97.0,158.0,129.27856,128.0,2.32,buy,21.0
33.49366,44.606445,38.584965,40.389095,2.17391,buy,5.0
17.78957,28.18597,23.586292,23.026142,1.5,strong_buy,20.0
75.0,170.0,131.3077,130.0,1.92857,buy,26.0
18.0,44.0,33.97727,35.5,2.18519,buy,22.0
,,,,,none,
63.0,95.0,78.1,75.0,2.44444,buy,20.0
,,,,,none,
,,,,,none,
340.0,594.0,509.06897,520.0,1.9375,buy,29.0
,,,,,none,
,,,,,none,
65.0,85.0,75.33333,74.0,2.5,buy,18.0
117.0,250.0,202.11765,210.0,1.47368,strong_buy,17.0
120.0,250.0,181.5,180.0,2.0,buy,10.0
,,,,,none,
84.0,156.0,138.8,141.0,1.48,strong_buy,25.0
,,,,,none,
296.0,350.0,326.14285,325.0,2.14286,buy,7.0
,,,,,none,
23.5,46.0,30.5625,29.5,2.0,buy,8.0
78.0,115.0,96.33333,99.0,,none,9.0
,,,,,none,
147.0,300.0,186.90909,180.0,1.36364,strong_buy,11.0
11.5,21.0,15.13684,15.0,2.0,buy,19.0
,,,,,none,
65.0,87.0,73.4,71.0,2.3,buy,15.0
,,,,,none,
36.0,45.0,40.55,40.5,2.04545,buy,20.0
245.0,335.0,285.875,292.0,2.09091,buy,8.0
22.871576,38.110775,30.743813,30.771017,,none,7.0
37.0,42.0,41.0,42.0,1.4,strong_buy,10.0
125.0,158.0,139.0,140.0,,none,19.0
55.0,70.0,63.03226,64.0,1.6,buy,31.0
7.55,21.0,13.94375,14.0,2.65385,hold,24.0
20.34,25.9,23.426,23.0,1.2,strong_buy,5.0
75.0,115.0,101.1,102.0,2.5,buy,10.0
21.0,33.0,29.15455,30.3,2.72727,hold,11.0
115.0,189.0,138.05556,135.0,3.15789,hold,18.0
360.0,483.0,392.35715,378.5,2.28571,buy,14.0
21.0,30.0,24.27381,23.0,2.375,buy,21.0
76.0,105.0,93.26667,94.0,1.88235,buy,15.0
35.0,45.0,40.08333,40.5,2.85714,hold,12.0
60.0,75.0,66.09091,66.0,2.85714,hold,11.0
39.951527,78.75798,65.52066,65.91977,1.51724,buy,28.0
37.0,49.0,44.54762,45.0,2.38095,buy,21.0
30.0,51.0,41.04545,41.0,1.78261,buy,22.0
155.0,209.0,183.0,182.5,2.0625,buy,14.0
71.0,135.0,116.36,116.0,2.07692,buy,25.0
,,,,,none,
,,,,,none,
49.0,49.0,49.0,49.0,,none,1.0
25.0,42.0,31.65263,30.0,3.0,hold,19.0
155.0,182.0,171.27274,175.0,2.58333,hold,11.0
54.0,84.0,64.76923,63.0,2.28571,buy,13.0
76.0,124.0,89.27941,85.0,2.5,buy,17.0
390.0,500.0,438.625,435.0,3.35,hold,16.0
,,,,,none,
68.04,105.0,96.92,101.0,1.38462,strong_buy,12.0
81.58,107.0,91.83867,90.0,,none,15.0
24.0,70.0,34.875,30.5,2.61111,hold,16.0
,,,,,none,
295.0,510.0,380.5675,400.0,1.85714,buy,12.0
,,,,,none,
79.0,100.0,92.44444,91.0,2.33333,buy,9.0
70.0,140.0,121.10526,125.0,2.08696,buy,19.0
78.0,110.0,93.55556,95.5,2.7,hold,18.0
39.0,58.0,50.98571,50.9,1.71429,buy,7.0
31.0,53.0,40.4,40.5,1.72727,buy,10.0
133.0,180.0,159.29167,160.0,,none,24.0
100.0,140.0,118.69231,120.0,,none,13.0
238.0,378.0,316.44443,332.0,1.81818,buy,9.0
,,,,,none,
170.0,223.0,195.25,195.5,2.15385,buy,12.0
140.0,227.0,204.82353,209.0,1.41176,strong_buy,17.0
180.0,243.0,216.8,220.0,1.58824,buy,15.0
,,,,,none,
,,,,,none,
,,,,,none,
166.0,232.0,202.8,197.0,2.71429,hold,5.0
85.0,135.0,113.36842,110.0,1.6,buy,19.0
89.0,160.0,126.09091,120.0,2.61538,hold,11.0
124.0,200.0,167.86691,170.0,1.46154,strong_buy,26.0
46.0,60.0,53.96591,54.0,2.08696,buy,22.0
,,,,,none,
70.0,130.0,101.15385,103.0,2.03333,buy,26.0
45.0,45.0,45.0,45.0,,none,1.0
60.0,85.0,71.0,70.0,2.16667,buy,10.0
,,,,,none,
71.0,144.0,96.41667,91.0,2.41667,buy,12.0
19.0,23.0,20.93182,21.0,,none,11.0
189.0,290.0,250.5,262.5,2.33333,buy,8.0
240.0,290.0,263.22223,256.0,,none,9.0
59.0,78.0,71.27,71.0,2.3,buy,10.0
,,,,,none,
28.6,60.0,42.30178,40.0,3.11111,hold,9.0
138.0,198.0,154.42105,150.0,2.1,buy,19.0
71.29357,71.29357,71.29357,71.29357,,none,1.0
75.0,86.0,79.8,79.5,1.7619,buy,20.0
,,,,,none,
36.5,78.0,49.65667,45.0,2.06667,buy,15.0
92.0,183.0,147.5625,147.5,1.82353,buy,16.0
,,,,,none,
141.0,202.0,184.41667,190.0,1.53846,buy,12.0
205.0,250.0,227.88889,226.0,2.3,buy,9.0
37.0,46.0,41.78571,41.5,2.25,buy,14.0
33.0,55.0,43.81667,45.0,1.91667,buy,12.0
,,,,,none,
,,,,,none,
6.0,10.0,8.56929,8.55,2.21429,buy,14.0
305.0,510.0,410.27274,430.0,3.16667,hold,11.0
19.0,31.0,25.0,24.5,3.2,hold,10.0
7.8,7.90307,7.85154,7.85154,,none,2.0
27.0,44.0,32.25,31.0,1.11111,strong_buy,8.0
208.0,310.0,248.73334,245.0,2.68421,hold,15.0
,,,,,none,
195.0,275.0,236.88889,241.0,2.1,buy,9.0
10.012674,18.558554,15.236564,14.821717,1.4,strong_buy,14.0
40.0,77.0,64.5,67.0,,none,14.0
,,,,,none,
175.0,265.0,235.56,238.5,2.9,hold,10.0
,,,,,none,
,,,,,none,
73.0,103.0,86.71429,85.0,2.63636,hold,7.0
8.0,14.0,11.42857,11.0,2.55556,hold,7.0
38.0,59.0,45.5625,45.5,2.77778,hold,16.0
125.0,145.0,135.75,135.0,1.15385,strong_buy,12.0
85.0,115.0,99.36364,100.0,1.54545,buy,11.0
224.0,285.0,252.5,250.0,2.0,buy,10.0
,,,,,none,
157.0,210.0,175.93333,173.0,1.82353,buy,15.0
1.0,4.0,2.5,2.5,,none,2.0
119.0,140.0,130.2,135.0,2.33333,buy,5.0
,,,,,none,
17.5,25.0,21.09375,21.0,2.41176,buy,16.0
6.0,22.0,10.83333,7.0,3.22222,hold,6.0
66.0,105.0,87.5,90.0,2.11765,buy,16.0
,,,,1.72727,buy,
425.0,500.0,452.66666,452.5,1.71429,buy,6.0
3.0033705,8.109087,4.94626,4.895537,2.26923,buy,23.0
19.0,47.0,29.35733,26.0,2.70588,hold,15.0
63.0,79.0,71.26471,71.0,,none,17.0
170.0,213.0,194.61539,199.0,2.07143,buy,13.0
47.0,67.0,56.0,54.0,,none,3.0
28.0,32.0,30.0,30.0,,none,3.0
,,,,,none,
12.763682,18.621128,15.342751,14.993095,,none,4.0
30.0,85.0,67.0,76.0,1.66667,buy,10.0
94.0,130.0,116.0,118.0,2.36842,buy,17.0
11.2,15.0,12.775,12.45,1.5,strong_buy,4.0
300.0,375.0,321.43167,305.0,1.625,buy,6.0
55.0,80.0,67.88889,67.5,2.10526,buy,18.0
18.0,29.0,21.78125,21.5,1.89474,buy,16.0
,,,,,none,
,,,,,none,
155.0,200.0,177.57143,175.0,2.22222,buy,7.0
7.0,16.0,9.28286,9.0,2.7907,hold,35.0
140.0,170.0,154.81818,156.0,,none,11.0
173.0,212.0,185.81818,185.0,2.53333,hold,11.0
37.0,59.0,46.0,45.0,2.2,buy,17.0
,,,,,,
79.0,108.0,93.07692,92.0,1.84615,buy,13.0
,,,,,none,
315.0,370.0,345.0,341.0,,none,5.0
,,,,,none,
110.0,140.0,123.35714,123.5,1.78571,buy,14.0
65.0,91.0,76.27778,78.0,2.2381,buy,18.0
143.0,232.0,172.5,167.0,,none,6.0
157.27,325.0,282.57,300.0,1.41667,strong_buy,11.0
42.0,67.0,60.08,62.0,2.0,buy,25.0
237.0,422.0,280.6154,269.0,2.57143,hold,13.0
370.0,487.0,446.83334,450.0,1.58333,buy,12.0
165.0,280.0,218.3125,211.0,2.26316,buy,16.0
34.0,39.0,37.0,37.5,1.33333,strong_buy,4.0
202.05759,306.25873,250.42232,249.21622,1.1875,strong_buy,16.0
,,,,,none,
,,,,,none,
32.0,46.0,36.8125,35.75,1.85714,buy,8.0
170.0,227.0,197.0,198.5,2.2963,buy,22.0
112.0,142.0,123.625,122.875,2.375,buy,22.0
101.0,135.0,123.05882,124.0,1.61111,buy,17.0
285.0,375.0,332.36365,325.0,,none,11.0
166.0,237.0,209.14285,215.0,1.71429,buy,7.0
,,,,,none,
,,,,,none,
28.0,30.0,29.0,29.0,1.66667,buy,2.0
8.3,8.3,8.3,8.3,,none,1.0
88.0,98.0,91.8,91.0,,none,5.0
7.0,15.0,11.65263,12.0,3.09091,hold,19.0
64.0,120.15,86.74333,86.0,2.47368,buy,15.0
145.0,188.0,160.18182,155.0,1.72727,buy,11.0
118.0,135.0,126.83333,127.5,,none,6.0
12.0,31.1,19.93407,18.1,2.07407,buy,27.0
16.0,22.0,18.32353,18.0,1.88889,buy,17.0
40.0,57.0,49.28571,49.0,2.88889,hold,7.0
18.9,28.0,24.56364,25.0,2.90909,hold,11.0
138.0,250.0,199.4375,200.0,1.95,buy,16.0
65.0,122.0,97.61538,96.5,1.59259,buy,26.0
22.0,27.0,24.51562,25.0,,none,16.0
80.0,95.0,88.33333,89.0,1.46154,strong_buy,12.0
124.0,145.0,130.6,130.0,2.66667,hold,5.0
,,,,,none,
58.0,106.0,72.47368,70.0,3.07407,hold,19.0
32.0,70.0,49.57143,50.0,1.71429,buy,7.0
35.57914,54.967823,43.586563,43.006573,1.5,strong_buy,15.0
47.0,95.0,69.73333,70.0,2.17647,buy,15.0
3.034,3.3,3.167,3.167,3.5,hold,2.0
42.0,56.0,46.375,46.0,1.3,strong_buy,8.0
,,,,,none,
66.0,133.0,95.41304,90.5,2.32,buy,23.0
60.0,80.0,70.46667,70.0,1.4,strong_buy,15.0
45.0,53.0,49.0,49.5,1.5,strong_buy,10.0
130.0,167.0,154.5,159.0,1.4,strong_buy,10.0
325.0,350.0,333.33334,325.0,,none,3.0
81.0,118.0,99.33333,99.5,,none,6.0
19.0,28.0,24.17647,24.0,2.04762,buy,17.0
80.0,110.0,96.53846,98.0,2.26667,buy,13.0
43.0,48.5,45.6125,45.475,1.4,strong_buy,4.0
170.0,230.0,211.875,217.5,,none,8.0
16.0,30.0,26.02778,26.5,1.88889,buy,18.0
,,,,,none,
,,,,,none,
230.0,255.0,241.0,238.0,1.57143,buy,6.0
,,,,,none,
,,,,,none,
3.59,15.0,10.22111,12.0,,none,9.0
,,,,,none,
,,,,,none,
,,,,,none,
45.0,68.0,53.53333,53.0,1.26667,strong_buy,15.0
36.0,45.0,39.375,39.0,1.125,strong_buy,8.0
,,,,,none,
,,,,,none,
448.0,560.0,499.1111,490.0,2.58333,hold,9.0
300.0,614.0,541.9231,550.0,1.4,strong_buy,13.0
,,,,,none,
,,,,,none,
45.0,60.0,52.39214,52.5,2.3125,buy,14.0
,,,,,none,
10.15792,10.15792,10.15792,10.15792,3.0,hold,1.0
,,,,,none,
73.0,98.0,89.64286,92.0,2.0,buy,14.0
,,,,,none,
23.0,40.0,29.97619,29.0,1.73913,buy,21.0
,,,,,none,
,,,,,none,
11.0,15.0,11.92727,11.45,2.84615,hold,11.0
,,,,,none,
,,,,,none,
14.0,23.0,18.57895,19.0,1.3,strong_buy,19.0
